id,name,brand,calories,fat,carbs,protein,source
19713,"Kids Brzoskwinie","Owocowa Rapsodia",163kcal,0.50g,39.00g,0.80g,fatsecret
19714,"Truskawkowa Konfitura Ekstra Niskosłodzona","Owocowa Rapsodia",169kcal,0.00g,40.00g,0.50g,fatsecret
19715,"Marmolada o Smaku Truskawkowym","Owocowa Rapsodia",236kcal,0.40g,57.00g,0.50g,fatsecret
19716,"Konfitura Wiśniowa Niskosłodzona","Owocowa Rapsodia",171kcal,0.00g,41.00g,0.60g,fatsecret
19717,"Dżem z Czarnego Bzu","Owocowa Rapsodia",149kcal,0.50g,35.00g,1.30g,fatsecret
19718,"Jabłko z Ananasem i Mango","Owocowa Rapsodia",93kcal,0.80g,19.00g,0.60g,fatsecret
19719,"Dżem z Kiwi i Limonek ","Owocowa Rapsodia",143kcal,0.20g,34.60g,0.30g,fatsecret
19720,"Jabłko z Truskawkami","Owocowa Rapsodia",100kcal,1.00g,18.00g,1.10g,fatsecret
19721,"Jabłko z Jagodami","Owocowa Rapsodia",109kcal,1.20g,20.00g,0.80g,fatsecret
19722,"Żurawina Do Mięs, Pasztetów I Serów","Owocowa Rozkosz",174kcal,0.10g,42.00g,0.20g,fatsecret
19723,"Dżem Truskawkowy Wysokoslodzony","Owocowa Rozkosz",259kcal,0.20g,65.00g,0.30g,fatsecret
19724,"Dżem Agrest z Kiwi","Owocowa Rozkosz",157kcal,0.20g,37.60g,0.40g,fatsecret
19725,"Dżem z Fig Niskosłodzony","Owocowa Rozkosz",152kcal,0.50g,36.50g,0.50g,fatsecret
19726,"Dżem Pomarańczowy Niskosłodzony","Owocowa Rozkosz",154kcal,0.10g,38.60g,0.30g,fatsecret
19727,"Dżem Truskawkowy Niskosłodzony ","Owocowa Rozkosz",152kcal,0.20g,38.00g,0.30g,fatsecret
19728,"Mus Owocowy",Owolovo,56kcal,0.00g,13.00g,0.50g,fatsecret
19729,"Mus Jabłkowy",Owolovo,50kcal,0.00g,12.00g,0.50g,fatsecret
19730,"Mus Jabłkowo-Brzoskwiniowy ",Owolovo,49kcal,0.00g,11.00g,0.50g,fatsecret
19731,"Mus Jabłkowo-Morelowy",Owolovo,48kcal,0.00g,11.00g,0.50g,fatsecret
19732,"Mus Gruszkowy",Owolovo,52kcal,0.00g,12.00g,0.50g,fatsecret
19733,"Mus Jabłko- Mango",Owolovo,54kcal,0.00g,12.00g,0.50g,fatsecret
19734,"Mus Jabłkowo Truskawkowy",Owolovo,51kcal,0.20g,13.30g,0.38g,fatsecret
19735,Mus,Owolovo,59kcal,0.00g,13.00g,0.50g,fatsecret
19736,"Mus Jabłko Ananas",Owolovo,46kcal,0.00g,10.00g,0.50g,fatsecret
19737,"Mus Jabłkowo-Jagodowy",Owolovo,53kcal,0.00g,12.00g,0.50g,fatsecret
19738,"Mus Jabłko Guawa",Owolovo,45kcal,0.00g,9.70g,0.50g,fatsecret
19739,"Mus Jabłkowo-Wiśniowy Eko",Owolovo,55kcal,0.00g,13.00g,0.50g,fatsecret
19740,"Mus Jabłkowo-Malinowy Eko",Owolovo,57kcal,0.00g,13.00g,0.50g,fatsecret
19741,"Smoothie Jabłko Marchew Truskawka ",Owolovo,48kcal,0.00g,10.00g,0.50g,fatsecret
19742,"Mus Jabłkowo Wiśniowy",Owolovo,62kcal,0.00g,14.00g,0.70g,fatsecret
19743,"Smoothie Jabłko, Wiśnia, Gruszka",Owolovo,50kcal,0.00g,12.00g,0.50g,fatsecret
19744,"Smoothie Jabłko Jagoda Burak",Owolovo,50kcal,0.00g,12.00g,0.50g,fatsecret
19745,"Mus Jabłkowo-Śliwkowy",Owolovo,56kcal,0.00g,13.00g,0.50g,fatsecret
19746,"Smoothie Jabłko Jagoda Brzoskwinia ",Owolovo,49kcal,0.00g,11.00g,0.50g,fatsecret
19747,"Mus Jabłkowo-Marchewkowy Eko ",Owolovo,49kcal,0.00g,12.00g,0.50g,fatsecret
19748,"Mus Jabłkowo-Gruszkowy",Owolovo,54kcal,0.00g,13.00g,0.50g,fatsecret
19749,Ananasowo,Owolovo,46kcal,0.00g,10.00g,0.50g,fatsecret
19750,Rabarbarowo,Owolovo,48kcal,0.00g,10.00g,0.50g,fatsecret
19751,"Mus Jabłkowo-Buraczany",Owolovo,75kcal,0.00g,17.00g,1.00g,fatsecret
19752,"Smoothie Jabłko Gruszka Agrest",Owolovo,48kcal,0.00g,11.00g,0.50g,fatsecret
19753,"Sok Pomidorowo-Ogórkowy",Owolovo,20kcal,0.00g,4.30g,0.80g,fatsecret
19754,"Sok Pomidory Malinowe Pikantny",Owolovo,22kcal,0.00g,4.40g,0.60g,fatsecret
19755,"Peanut Butter Crunchy","PEO's",652kcal,53.00g,18.00g,24.00g,fatsecret
19756,"Szampan ",PICCOLO,44kcal,0.00g,10.50g,0.00g,fatsecret
19757,"Pizza na Puszystym Cieście",PICCOLO,235kcal,8.60g,29.30g,9.40g,fatsecret
19758,"Pączek z Nadzieniem Pistacjowym","PIEKARNIA W SERCU LIDLA",432kcal,22.60g,49.20g,7.30g,fatsecret
19759,"Chleb Wieloziarnisty","PIEKARNIA W SERCU LIDLA",286kcal,5.40g,47.00g,10.00g,fatsecret
19760,"Chleb Żytni z Ziarnami Żyta ","PIEKARNIA W SERCU LIDLA",227kcal,5.40g,33.00g,6.90g,fatsecret
19761,"Chleb Złocisty Pszenno-Żytni","PIEKARNIA W SERCU LIDLA",257kcal,3.60g,45.00g,9.50g,fatsecret
19762,"Chleb Żytni ze Słonecznikiem i Płatkami","PIEKARNIA W SERCU LIDLA",239kcal,6.20g,34.00g,6.50g,fatsecret
19763,"Chleb Tostowy z Mąką Pełnoziarnistą","PIEKARNIA W SERCU LIDLA",251kcal,2.10g,45.00g,9.50g,fatsecret
19764,"Burger z Nasionami Sezamu","PIEKARNIA W SERCU LIDLA",282kcal,4.60g,51.00g,8.00g,fatsecret
19765,"Chleb bez Glutenu z Nasionami","PIEKARNIA W SERCU LIDLA",252kcal,9.20g,32.70g,5.60g,fatsecret
19766,"Chleb Pszenno-Żytni z Siemieniem Lnianym i Płatkami Owsianymi","PIEKARNIA W SERCU LIDLA",269kcal,4.10g,46.00g,10.00g,fatsecret
19767,"Oranżada",PIERROT,17kcal,0.00g,4.13g,0.01g,fatsecret
19768,Lemoniada,PIERROT,17kcal,0.00g,4.08g,0.00g,fatsecret
19769,"Pierrot Grejpfrutowy",PIERROT,17kcal,0.00g,4.08g,0.00g,fatsecret
19770,"Zielony Owoc",PIERROT,17kcal,0.00g,4.08g,0.00g,fatsecret
19771,Coca-Cola,PIERROT,15kcal,0.00g,3.83g,0.00g,fatsecret
19772,"Filet z Kurczaka",PIRATKI,104kcal,1.00g,1.70g,22.00g,fatsecret
19773,"Parówki z Filetem z Indyka",PIRATKI,190kcal,14.00g,0.90g,15.00g,fatsecret
19774,"Kabanosy Drobiowe z Cielęciną ",PIRATKI,293kcal,19.00g,2.60g,27.00g,fatsecret
19775,"Paluszki Serowe",PIRATKI,293kcal,21.00g,2.00g,24.00g,fatsecret
19776,"Jogurt Jagoda Banan",PIRATKI,60kcal,2.00g,9.00g,1.60g,fatsecret
19777,"Pasztecik z Kurczaka ",PIRATKI,224kcal,17.00g,5.00g,12.00g,fatsecret
19778,"Kokos Mus Brzoskwinia Jabłko",PIRATKI,95kcal,3.40g,15.10g,0.70g,fatsecret
19779,"Parówki z Piersi Kurczaka ",PIRATKI,182kcal,13.00g,1.00g,15.00g,fatsecret
19780,"Bio Pałeczki Kukurydziane z Kaszą Gryczaną",PIRATKI,370kcal,1.50g,78.90g,9.20g,fatsecret
19781,"Batonik Daktylowy Mango",PIRATKI,361kcal,10.20g,58.60g,4.90g,fatsecret
19782,"Metka Cebulowa",PMB,240kcal,20.00g,0.10g,14.90g,fatsecret
19783,"Kiełbasa z Wędzarni Krucha",PMB,272kcal,21.70g,0.00g,19.20g,fatsecret
19784,"Metka Tatarska",PMB,135kcal,8.00g,0.40g,14.90g,fatsecret
19785,"Szynka Dębowa ",PMB,126kcal,7.30g,0.00g,15.00g,fatsecret
19786,"Siemię Lniane ",POEX,620kcal,42.00g,29.00g,18.00g,fatsecret
19787,"Suszone Banany",POEX,543kcal,29.00g,67.00g,1.80g,fatsecret
19788,"Chipsy Bananowe",POEX,521kcal,29.00g,67.00g,1.80g,fatsecret
19789,"Wiórki Kokosowe",POEX,741kcal,65.00g,24.00g,6.90g,fatsecret
19790,"Jagody Goji",POEX,350kcal,1.10g,70.00g,14.00g,fatsecret
19791,"Mielone Migdały",POEX,601kcal,50.00g,16.00g,27.00g,fatsecret
19792,"Orzechy Laskowe",POEX,652kcal,60.00g,7.60g,15.00g,fatsecret
19793,Rodzynki,POEX,305kcal,0.60g,69.00g,2.50g,fatsecret
19794,"Płatki Migdałowe",POEX,578kcal,51.00g,20.00g,21.00g,fatsecret
